Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, date, expName, frameRate
space, 0.9509999999999996, space, 5.167, , , , , , , , , , , , , , Slide15.JPG, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 7.883000000000001, , , , , , , , , , , , , , Slide16.JPG, 0, 1, 1, 1, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 9.065999999999995, , , , , , , , , , , , , , Slide17.JPG, 0, 2, 2, 2, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 4.515000000000001, , , , , , , , , , , , , , Slide18.JPG, 0, 3, 3, 3, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 14.950000000000003, , , , , , , , , , , , , , Slide19.JPG, 0, 4, 4, 4, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 9.749000000000002, , , , , , , , , , , , , , Slide20.JPG, 0, 5, 5, 5, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 7.8500000000000085, , , , , , , , , , , , , , Slide21.JPG, 0, 6, 6, 6, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 6.516000000000005, , , , , , , , , , , , , , Slide22.JPG, 0, 7, 7, 7, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 2.0829999999999984, , , , , , , , , , , , , , Slide23.JPG, 0, 8, 8, 8, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 4.399000000000001, , , , , , , , , , , , , , Slide24.JPG, 0, 9, 9, 9, , , , , , , , , , , , , , , , , , , 40321903, Mon Aug 21 2017 12:47:44 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
